"id","title","area","phase","depends_on","status","priority","owner","max_retries","retry_count","blocked_reason","dod"
"APP-015","Render properties/front matter section in note reader","app","phase10","APP-014","done","P1","codex","3","0","","properties appear as compact key/value section above markdown content"
"APP-016","Add minimal settings window for vault selection and refresh","app","phase10","APP-014","done","P0","codex","3","0","","settings flow selects vault path and refreshes file tree and content"
"APP-017","Tune ui responsiveness and loading-state thresholds","app","phase10","APP-014|FFI-013","done","P0","codex","3","0","","note open interactions feel instant under target latency budgets"
"VAULT-001","Move fixture vault to root vault directory","vault","phase10","PLAN-002","done","P1","codex","3","0","","example fixture lives under vault/ with simplified hierarchy"
"VAULT-002","Add deterministic synthetic vault generator script","vault","phase10","VAULT-001","done","P1","codex","3","0","","script generates large benchmark/test vaults outside tracked fixture files"
"BENCH-001","Move generated benchmark outputs to .benchmarks","bench","phase10","PLAN-002","done","P1","codex","3","0","","generated benchmark outputs write to .benchmarks and are gitignored"
"BENCH-002","Keep benchmark harness source tracked and trim static datasets","bench","phase10","BENCH-001","done","P1","codex","3","0","","benchmark code remains tracked while bulky generated data is excluded"
"DOC-007","Consolidate docs into root AGENTS.md","doc","phase10","PLAN-002","done","P1","codex","3","0","","AGENTS.md contains concise numbered architecture and workflow reference"
"DOC-008","Symlink CLAUDE.md to AGENTS.md","doc","phase10","DOC-007","done","P1","codex","3","0","","CLAUDE.md resolves to AGENTS.md"
"DOC-009","Symlink README.md to AGENTS.md","doc","phase10","DOC-007","done","P1","codex","3","0","","README.md resolves to AGENTS.md"
"TUI-006","Reset tui crate to empty shell placeholder","tui","phase10","REN-003","done","P2","codex","3","0","","tui starts with empty shell and no content routes"
"QA-009","Run full zero-cache release-quality validation suite","qa","phase11","CLEAN-002|FFI-014|APP-017|CLI-009","done","P0","codex","3","0","","fresh environment checks pass for rust swift and cli paths"
"QA-010","Run manual macOS smoke on sample vault","qa","phase11","APP-017|VAULT-001","done","P1","codex","3","0","","manual workflow validates sidebar open/read/edit/settings behavior"
"REL-007","Publish tao rename and runtime migration release notes","rel","phase11","QA-009|QA-010|DOC-007","done","P1","codex","3","0","","release notes document rename, ffi runtime, config bootstrap, and migration guidance"
"SEC-001","Harden bridge note_get path boundary and traversal checks","sec","phase12","REL-007","done","P0","codex","3","0","","absolute paths parent traversals and out-of-vault reads are rejected with stable bridge error payloads"
"IDX-009","Trigger incremental index refresh on note_put writes","idx","phase12","SEC-001","done","P0","codex","3","0","","note_put updates links properties and search-facing metadata without requiring manual vault reindex"
"CFG-005","Harden root config bootstrap fallback for app-bundle cwd","cfg","phase12","SEC-001","done","P0","codex","3","0","","runtime config load succeeds when cwd is read-only or non-project root and does not fail on /config.toml writes"
"REL-008","Package self-contained macOS app with embedded bridge dylib","rel","phase12","CFG-005|IDX-009","done","P0","codex","3","0","","release mac script bundles libtao_sdk_bridge.dylib rewrites install names and passes launch smoke from dist app"
"SEARCH-001","Replace sdk-search placeholder with service-backed query engine","search","phase12","IDX-009","done","P1","codex","3","0","","search crate provides deterministic query API over indexed notes and CLI search command consumes it"
"WATCH-001","Replace sdk-watch placeholder with reconciliation adapter","watch","phase12","IDX-009","done","P1","codex","3","0","","watch crate exposes typed reconcile/watch adapter and CLI reconcile flow consumes it"
"QA-011","Add Swift release tests to util check quality gate","qa","phase12","REL-008","done","P0","codex","3","0","","util:check executes swift release tests in addition to rust gates"
"QA-012","Run full remediation validation suite and close phase12","qa","phase12","QA-011|SEARCH-001|WATCH-001","done","P0","codex","3","0","","full release build tests benchmarks and app packaging smoke pass with updated progress and run-state logs"
"DATA-001","Write realistic synthetic vault specification v2 (no hubs)","data","phase23","","todo","P0","codex","5","0","","Pass when `plan/synthetic-vault-spec.md` exists with sections `profiles`, `entity-distribution`, `link-topology`, `frontmatter-links`, `unresolved-ratio`, `privacy-safety`; includes one canonical 10k profile table; explicitly forbids synthetic hub notes"
"DATA-002","Rewrite fixtures generator to profile-driven deterministic CLI","data","phase23","DATA-001","todo","P0","codex","5","0","","Pass when `scripts/fixtures.sh` documents `--profile --notes --seed --output`; two runs with identical args produce identical sorted file-hash manifests; changing only `--seed` produces a different manifest"
"DATA-003","Add realistic base schemas and view files to generated vaults","data","phase23","DATA-002","todo","P0","codex","5","0","","Pass when generated fixtures contain at least four `.base` files (`contacts`, `companies`, `projects`, `meetings`); `tao --json bases list --vault-root <gen>` returns `total >= 4`; every generated base/view resolves without parse or execution errors"
"DATA-004","Generate mixed link topology without hub notes","data","phase23","DATA-002","todo","P0","codex","5","0","","Pass when `fd -t f -i hub <gen>` returns zero files; generator emits body links, frontmatter links, and unresolved links; measured link counts and unresolved ratio stay within spec tolerance"
"DATA-005","Add fixture validator for realism and safety","data","phase23","DATA-003|DATA-004","todo","P0","codex","5","0","","Pass when `scripts/validate_fixtures.sh` enforces no hub files, no seeded PII markers, expected count/ratio bounds, and valid `.base` parseability; validator exits non-zero on each injected failure case"
"DATA-006","Switch benchmark and QA defaults to generated fixtures","data","phase23","DATA-005","todo","P0","codex","5","0","","Pass when benchmark and QA scripts default to `vault/generated/*` with zero required Dropbox paths; docs and scripts contain no default references to personal vault locations"
"GRAPH-001","Index wikilinks from frontmatter typed values","graph","phase23","DATA-006","done","P0","codex","5","0","","Pass when indexer extracts wikilinks from frontmatter scalar/list/nested values; unit tests cover scalar/list/mixed cases; a frontmatter-only link note yields `outgoing.total >= 1` after reindex"
"GRAPH-002","Unify body and frontmatter link extraction pipeline","graph","phase23","GRAPH-001","done","P0","codex","5","0","","Pass when a single extractor returns source metadata (`body` or `frontmatter:<path>`); duplicate link tokens are deterministically deduped; repeated reindex runs produce identical sorted link hashes"
"GRAPH-003","Fix backlinks/outgoing zero-result bug on frontmatter-only notes","graph","phase23","GRAPH-002","done","P0","codex","5","0","","Pass when a regression fixture reproduces the prior failure before fix and passes after fix; `tao --json links outgoing` and backlinks for frontmatter-only notes both return expected non-zero totals"
"GRAPH-004","Infer structural graph edges from folder-file topology","graph","phase23","GRAPH-002","todo","P1","codex","5","0","","Pass when graph service can optionally emit `parent_folder`, `sibling_folder`, and `same_prefix` edges behind an explicit flag; default output remains semantic-only; structural edge generation is deterministic and capped"
"GRAPH-005","Add high-performance graph walk service","graph","phase23","GRAPH-003|GRAPH-004","todo","P0","codex","5","0","","Pass when graph walk API supports depth bounds, edge-type filters, pagination, and deterministic ordering; five repeated walks over 10k fixtures produce identical output hashes"
"GRAPH-006","Add graph diagnostics: unresolved, deadends, orphans, components","graph","phase23","GRAPH-005","todo","P1","codex","5","0","","Pass when diagnostics expose `unresolved`, `deadends`, `orphans`, and `components` with `{total,items}` schema; integration tests assert exact totals on controlled fixtures"
"QUERY-001","Define unified query AST and execution planner","query","phase23","GRAPH-006","todo","P0","codex","5","0","","Pass when typed AST supports `from`, `where`, `sort`, `select`, and `page`; planner emits deterministic logical-plan JSON; snapshot tests for docs/base/graph scopes are stable"
"QUERY-002","Implement docs adapter for unified query","query","phase23","QUERY-001","todo","P0","codex","5","0","","Pass when `tao --json query --from docs` supports text/property predicates, sorting, and pagination; output schema includes `columns`, `rows`, `total`, `page`; snapshots cover representative query set"
"QUERY-003","Implement bases adapter for unified query","query","phase23","QUERY-001|DATA-003","todo","P0","codex","5","0","","Pass when `tao --json query --from base:<id-or-path>` honors base-view projection/filter/sort rules; parity tests match row order and totals from `bases view` on the same fixture"
"QUERY-004","Implement graph adapter for unified query","query","phase23","QUERY-001|GRAPH-005","todo","P0","codex","5","0","","Pass when `tao --json query --from graph` supports predicates `resolved`, `kind`, `source`, `target` and bounded traversal windows; contract tests validate predicate correctness"
"QUERY-005","Implement projection/explain/ranking for unified query","query","phase23","QUERY-002|QUERY-003|QUERY-004","todo","P1","codex","5","0","","Pass when `--select` returns projected columns only, `--explain` returns stable plan JSON, and ranking tie-breaks are deterministic in snapshot tests"
"QUERY-006","Route legacy search/base read paths through unified query core","query","phase23","QUERY-005","todo","P0","codex","5","0","","Pass when legacy `search query` and `bases view` wrappers delegate to unified query internals; existing contract tests pass with no regressions except documented metadata additions"
"BASE-009","Add base schema introspection API","base","phase23","QUERY-003","todo","P1","codex","5","0","","Pass when `tao --json base schema --path <base>` returns `{name,type,nullable,filterable,sortable,source}` per column; tests cover scalar, list, bool, date, and link-derived fields"
"BASE-010","Add relation-aware typed columns for base execution","base","phase23","BASE-009|GRAPH-002","todo","P1","codex","5","0","","Pass when base execution exposes relation-like typed columns from wikilinks and frontmatter link lists with deterministic ordering; integration tests validate mapping and null behavior"
"BASE-011","Add saved query presets in base view config","base","phase23","BASE-009","todo","P2","codex","5","0","","Pass when `.base` parser accepts named presets and planner executes `--preset <name>`; unknown presets return stable error code and message; tests cover valid and invalid references"
"BASE-012","Add base result summaries and aggregates via query core","base","phase23","BASE-010|QUERY-005","todo","P2","codex","5","0","","Pass when base queries support `count`, `min`, `max`, `avg`, and `distinct` summaries; outputs match fixture truth-table expectations for numeric and text columns"
"CLI-010","Scaffold compact command surface groups: vault/doc/base/graph/meta/task/query","cli","phase23","QUERY-001","done","P0","codex","5","0","","Pass when `tao --help` exposes exactly `vault`, `doc`, `base`, `graph`, `meta`, `task`, `query` as top-level groups; no `hubs` group exists; help snapshot tests are stable"
"CLI-011","Implement `query` command UX with scope/filter/select ergonomics","cli","phase23","QUERY-006|CLI-010","todo","P0","codex","5","0","","Pass when `tao query` uses consistent flags (`--from --where --sort --select --page --page-size`) across docs/base/graph scopes; JSON contract tests pass; help includes at least six runnable examples"
"CLI-012","Implement `graph` command suite (outgoing/backlinks/walk/diagnostics)","cli","phase23","GRAPH-006|CLI-010","done","P0","codex","5","0","","Pass when `tao graph` exposes `outgoing`, `backlinks`, `walk`, `unresolved`, `deadends`, `orphans`, `components`; shared pagination/sort flags behave consistently; schema snapshots are deterministic"
"CLI-013","Implement `meta` command suite (properties/tags/aliases/tasks aggregation)","cli","phase23","DATA-006|CLI-010","done","P1","codex","5","0","","Pass when `tao meta` supports `properties`, `tags`, `aliases`, and `tasks` aggregates with per-note windows; generated-fixture tests validate canonicalization and counts"
"CLI-014","Implement compatibility aliases with deprecation guidance","cli","phase23","CLI-011|CLI-012|CLI-013","todo","P1","codex","5","0","","Pass when legacy aliases route to new handlers, preserve output schema and exit codes, and emit machine-parseable deprecation hints for one release window"
"CLI-015","Strengthen write gate policy across new command surface","cli","phase23","CLI-010","todo","P0","codex","5","0","","Pass when every mutating command is classified as write-op and blocked without `--allow-writes` (or explicit config override); allow/deny matrix tests pass; read-only commands remain ungated"
"CLI-016","Document no-hub graph model and traversal usage in CLI help/docs","cli","phase23","CLI-012","todo","P1","codex","5","0","","Pass when CLI help and docs explain no-hub graph inference and traversal semantics with at least eight runnable examples validated against generated fixtures"
"PERF-009","Implement persistent Tao runtime daemon for low-latency CLI calls","perf","phase23","CLI-011","done","P0","codex","5","0","","Pass when daemon mode keeps a warm runtime per vault and exposes health/status; hyperfine benchmark shows at least 40% p50 latency reduction for repeated read commands versus one-shot mode"
"PERF-010","Add prepared-statement and query-plan caches","perf","phase23","PERF-009|QUERY-005","done","P0","codex","5","0","","Pass when hot query paths reuse prepared statements and logical plans with deterministic invalidation on schema/index changes; benchmark report shows at least 20% p50 improvement on hot query set"
"PERF-011","Add streaming JSON serialization and column projection fast path","perf","phase23","PERF-010|CLI-011","todo","P1","codex","5","0","","Pass when large result windows use streaming serialization without full-array materialization; benchmark report shows lower peak RSS and at least 15% p50 improvement on 1k-row outputs"
"PERF-012","Define and enforce sub-10ms p50 read budgets on 10k profile","perf","phase23","PERF-009|PERF-010|PERF-011","todo","P0","codex","5","0","","Pass when budget config sets p50 <= 10ms for warm read paths (`query docs/base/graph`, `graph walk`, `meta tags`) on 10k fixtures and `./scripts/budgets.sh` fails on threshold breach"
"PERF-013","Add benchmark scenarios for graph walk and unified query","perf","phase23","PERF-012|GRAPH-005","todo","P1","codex","5","0","","Pass when `tao-bench` includes cold/warm scenarios for graph walk and unified query and emits machine-readable JSON plus markdown summary under `.benchmarks/reports/<timestamp>`"
"PERF-014","Wire phase23 perf budgets into CI quality gates","perf","phase23","PERF-013","todo","P1","codex","5","0","","Pass when CI generates fixtures, runs phase23 benchmark scenarios, executes `./scripts/budgets.sh`, uploads reports as artifacts, and enforces a required status check that blocks merges on budget failures"
"QA-013","Add regression tests for frontmatter backlink parity bug","qa","phase23","GRAPH-003","done","P0","codex","5","0","","Pass when regression fixture has frontmatter-only wikilinks and `cargo test -p tao-sdk-service --release` asserts `links.outgoing.total > 0` and `links.backlinks.total > 0` after reindex"
"QA-014","Add graph walk goldens for no-hub vault topologies","qa","phase23","GRAPH-005|DATA-004","todo","P1","codex","5","0","","Pass when snapshot tests for walk depths 1..3 run twice with identical hashes and zero diffs; same-seed fixture regeneration preserves golden outputs"
"QA-015","Add parity checks for bases/query/search core workflows","qa","phase23","QUERY-006|BASE-012","todo","P1","codex","5","0","","Pass when conformance suite validates base windows, unified query predicates, and search ranking on shared fixtures; `cargo test -p tao-cli -p tao-sdk-search --release` passes with deterministic JSON snapshots"
"QA-016","Add metadata aggregation tests for tags/aliases/tasks","qa","phase23","CLI-013","todo","P1","codex","5","0","","Pass when tests cover normalization rules (case/whitespace/dedupe/task-state) and expected aggregate counts for tags, aliases, and tasks on generated fixtures"
"QA-017","Add CLI contract tests for new surface and compatibility aliases","qa","phase23","CLI-014|CLI-015","todo","P0","codex","5","0","","Pass when JSON envelope schemas, error codes, and deprecation metadata are validated for every new group and legacy alias with deterministic snapshots"
"QA-018","Run full quality gate and benchmark gate on generated fixtures","qa","phase23","PERF-014|QA-017","todo","P0","codex","5","0","","Pass when `bun run util:check` and benchmark budget scripts pass using generated fixtures only in local and CI flows; no required command uses Dropbox or personal-vault paths"
"QA-019","Run manual app smoke on generated 10k profile (no hub files)","qa","phase23","QA-018","todo","P1","codex","5","0","","Pass when manual smoke checklist records startup, tree navigation, query, base view, and graph-walk timings on generated 10k fixtures in `plan/progress.md`; `fd -t f -i hub <gen>` confirms zero hub files"
"QA-020","Phase23 closure report and handoff update","qa","phase23","QA-019","todo","P0","codex","5","0","","Pass when every phase23 ticket is marked done with evidence, closure summary includes performance deltas/regressions, and `plan/run-state.json` is updated to completed with last ticket `QA-020`"
"DOC-010","Write Phase23 architecture addendum (no-hub graph + unified query)","doc","phase23","DATA-001|QUERY-001","todo","P0","codex","5","0","","Pass when `plan/PLAN.md` addendum documents no-hub graph inference, structural edge taxonomy, unified query architecture, and migration path from legacy read commands"
"DOC-011","Write unified query language spec with examples","doc","phase23","QUERY-005","todo","P1","codex","5","0","","Pass when `docs/specs/query-language.md` defines grammar, operators, docs/base/graph scopes, pagination, explain mode, stable error codes, and runnable examples covered by doc tests"
"DOC-012","Write synthetic fixture and benchmarking runbook","doc","phase23","DATA-006|PERF-013","todo","P1","codex","5","0","","Pass when `docs/specs/synthetic-fixtures.md` and `docs/specs/perf-phase23.md` define profiles, generation and validation commands, benchmark workflow, budget interpretation, and troubleshooting steps"
"DOC-013","Publish CLI IA RFC and migration contract matrix","doc","phase23","CLI-010|CLI-014|QA-017","todo","P0","codex","5","0","","Pass when `docs/specs/cli-ia-rfc.md` defines final IA (`vault/doc/base/graph/meta/task/query`), JSON envelopes, migration aliases, and deprecation policy; contract tests link to this spec"
"DATA-007","Extend fixture profiles with tags, aliases, tasks, and daily-note/template patterns","data","phase23","DATA-002","todo","P1","codex","5","0","","Pass when generated fixtures include controlled distributions for tags, aliases, open/done tasks, daily notes, and template-derived notes; validator asserts configured ratios"
"TASK-001","Implement task extraction and indexed storage model","task","phase23","DATA-007|QUERY-001","todo","P0","codex","5","0","","Pass when markdown tasks are extracted into typed index rows (state, assignee, due, tags, path, line); index updates incrementally on note changes; integration tests cover mixed markdown task syntax"
"TASK-002","Implement task state transitions and bulk task operations","task","phase23","TASK-001|CLI-015","todo","P1","codex","5","0","","Pass when `tao task` supports state transitions (`open`, `done`, `cancelled`) for single and filtered bulk operations; write-gate enforcement and rollback semantics are tested"
"TASK-003","Route task retrieval through unified query and task CLI adapters","task","phase23","TASK-001|QUERY-006|CLI-010","todo","P0","codex","5","0","","Pass when `tao query --from task` and `tao task list` share planner paths with filters/sort/paging and deterministic ranking; snapshots validate stable JSON schema"
"PERF-015","Add read-only execution mode fast path for query-heavy workloads","perf","phase23","PERF-010|QUERY-006","todo","P1","codex","5","0","","Pass when read-only mode bypasses write-capable setup paths and reduces warm-query overhead; hyperfine report shows at least 10% p50 improvement over standard warm mode"
"PERF-016","Add incremental reindex budget for single-file change path","perf","phase23","PERF-013|IDX-009","todo","P1","codex","5","0","","Pass when benchmark harness includes single-file edit -> reconcile -> query scenarios and enforces p50/p95 budgets; budget gate fails on regression"
"PARITY-001","Add daily note and template workflow commands","parity","phase23","CLI-010|DATA-007","todo","P2","codex","5","0","","Pass when `tao doc daily` and template-application flows can create/read daily notes via configured patterns; commands are deterministic and covered by contract tests"
"PARITY-002","Implement local history and recovery snapshots for notes","parity","phase23","SDK-012|CLI-015","todo","P2","codex","5","0","","Pass when note mutations can write local recovery snapshots and `tao doc history/recover` can restore selected revisions; tests verify recovery integrity and write-gate behavior"
"PARITY-003","Define sync and app-shell parity scope with explicit phase boundaries","parity","phase23","DOC-013","todo","P2","codex","5","0","","Pass when `docs/specs/parity-scope.md` classifies sync and app-shell controls into now/next/later, with rationale, non-goals, and ticket links for deferred implementation"
"PAR-001","Parallelize vault scan metadata collection and change detection prefilter","par","phase23","","done","P0","codex","5","0","","Pass when vault scan path enumeration and metadata loading are parallelized in `crates/tao-sdk-vault/src/scan.rs`; `cargo test -p tao-sdk-vault --release` passes; unchanged-path detection in incremental index skips unchanged files based on `(mtime,size)` prefilter before hash/read"
"PAR-002","Parallelize markdown parse and extraction stage for full rebuild","par","phase23","PAR-001","done","P0","codex","5","0","","Pass when full rebuild parsing/extraction in `crates/tao-sdk-service/src/indexing.rs` uses parallel workers for markdown docs while preserving deterministic output ordering; `cargo test -p tao-sdk-service --release full_index` passes; repeated rebuilds on same fixture produce identical row counts and link ids"
"PAR-003","Parallelize link resolution and graph edge materialization with deterministic merge","par","phase23","PAR-002","done","P0","codex","5","0","","Pass when link resolution/materialization in full rebuild executes in parallel and merges deterministically; `cargo test -p tao-sdk-service --release links` passes; five repeated rebuilds yield identical sorted link hashes and unresolved totals"
"PAR-004","Add parallel query execution fast paths for in-memory base filtering/summaries","par","phase23","PAR-003","done","P1","codex","5","0","","Pass when base table executor in `crates/tao-sdk-service/src/lib.rs` uses parallel filter/sort/summary fast paths over large candidate sets while preserving deterministic ordering; `cargo test -p tao-sdk-service --release base_table` passes; benchmark smoke shows non-regressing p50 on representative table query workloads"
"PAR-005","Enforce single-writer ingest with batched prepared-statement writes","par","phase23","PAR-001|PAR-002|PAR-003","done","P0","codex","5","0","","Pass when full rebuild writes use a single sqlite writer transaction with prepared-statement batching in `crates/tao-sdk-service/src/indexing.rs`; `cargo test -p tao-sdk-service --release` passes; `cargo run -p tao-bench --release -- --scenario startup --iterations 20` shows non-regressing startup/index p50 vs pre-change baseline"
